日期,股票代码,股票名称,5年均值回归的市盈率,10年均值回归的市盈率,最新市盈率,预估每股净利润增长率(%),PEG,5年均值PE回归的收益率(%),10年均值PE回归的收益率(%),最新市净率,5年均值回归的市净率,10年均值回归的市净率,报告信息
2025/11/28,999,华润三九,17.6,17.9,16.9,13.05%,1.3,15.28%,16.25%,2.21,2.52,2.59,"西南证券  2025-10-30  12.83  11.42  10.2  0.12153606150444496  https://pdf.dfcfw.com/pdf/H3_AP202510301771866468_1.pdf
国金证券  2025-10-28  15.06  13.17  11.6  0.13941908974220962  https://pdf.dfcfw.com/pdf/H3_AP202510281770489363_1.pdf"
2025/11/28,600905,三峡能源,24.5,24.5,22.4,9.55%,2.3,14.65%,14.65%,1.34,2.04,2.04,华源证券  2025-11-12  21.88  20.75  18.23  0.09554526083629544  https://pdf.dfcfw.com/pdf/H3_AP202511121780025938_1.pdf
2025/11/28,333,美的集团,14.9,15.5,13.7,9.26%,1.5,13.96%,16.19%,2.78,3.21,3.52,"国信证券  2025-11-04  13.1  11.9  10.9  0.09628229137632283  https://pdf.dfcfw.com/pdf/H3_AP202511041774868842_1.pdf
海通国际  2025-11-03  13.23  12.16  10.98  0.09768758432756508  https://pdf.dfcfw.com/pdf/H3_AP202511031774468272_1.pdf
开源证券  2025-11-01  13.1  12.1  10.9  0.09628229137632283  https://pdf.dfcfw.com/pdf/H3_AP202511011773273764_1.pdf
国金证券  2025-10-31  12.71  11.74  10.73  0.08836085786982895  https://pdf.dfcfw.com/pdf/H3_AP202510311772362212_1.pdf
太平洋  2025-10-31  12.9  11.78  10.91  0.08738285187161865  https://pdf.dfcfw.com/pdf/H3_AP202510311772657607_1.pdf
中国银河  2025-10-30  12.52  11.28  10.22  0.10681928230360205  https://pdf.dfcfw.com/pdf/H3_AP202510301772116487_1.pdf
交银国际证券  2025-10-30  12.6  11.7  11.0  0.07025910201901375  https://pdf.dfcfw.com/pdf/H3_AP202510301772050377_1.pdf
东莞证券  2025-10-30  12.9  11.7  10.7  0.09800158316621466  https://pdf.dfcfw.com/pdf/H3_AP202510301771942997_1.pdf"
2025/11/28,2050,三花智控,40.3,35.9,44.8,19.55%,2.3,13.47%,7.00%,5.72,6.67,5.68,"华安证券  2025-11-19  44.17  36.95  31.91  0.1765226636952879  https://pdf.dfcfw.com/pdf/H3_AP202511191784392482_1.pdf
中国银河  2025-11-09  47.38  38.84  31.86  0.21947988872125568  https://pdf.dfcfw.com/pdf/H3_AP202511091778169781_1.pdf
国信证券  2025-11-07  49.0  43.0  36.0  0.16666666666666674  https://pdf.dfcfw.com/pdf/H3_AP202511071776998736_1.pdf
太平洋  2025-11-05  46.02  39.55  32.63  0.1875851825183117  https://pdf.dfcfw.com/pdf/H3_AP202511051775515481_1.pdf
国元证券  2025-11-02  49.63  42.93  36.59  0.16463793730362086  https://pdf.dfcfw.com/pdf/H3_AP202511021773918877_1.pdf
东吴证券  2025-11-02  51.82  43.96  32.74  0.25808321104498333  https://pdf.dfcfw.com/pdf/H3_AP202511021773875495_1.pdf"
2025/11/28,601766,中国中车,15.7,20,13.8,6.19%,2.2,13.22%,27.82%,1.23,1.19,1.68,"中国银河  2025-11-06  15.63  15.57  14.12  0.052112403650396155  https://pdf.dfcfw.com/pdf/H3_AP202511061776375314_1.pdf
东吴证券  2025-11-01  16.71  15.64  14.55  0.0716592780578269  https://pdf.dfcfw.com/pdf/H3_AP202511011772836313_1.pdf"
2025/11/28,300394,天孚通信,48.8,48.4,67,32.61%,2.1,13.15%,12.65%,25.18,10.63,8.89,"东吴证券  2025-11-02  52.25  38.17  30.46  0.3097192112602065  https://pdf.dfcfw.com/pdf/H3_AP202511021773707592_1.pdf
国元证券  2025-11-01  66.59  48.26  37.07  0.34027283236436423  https://pdf.dfcfw.com/pdf/H3_AP202511011773273772_1.pdf
民生证券  2025-11-01  56.0  42.0  33.0  0.3026778945578592  https://pdf.dfcfw.com/pdf/H3_AP202511011773087494_1.pdf
开源证券  2025-10-30  70.7  49.7  38.7  0.3516188016644781  https://pdf.dfcfw.com/pdf/H3_AP202510301771917750_1.pdf"
2025/11/28,600050,中国联通,19.5,79.2,17.8,7.84%,2.3,12.88%,127.27%,0.98,0.92,1.2,"中国银河  2025-10-27  18.21  16.99  15.82  0.07288144225151294  https://pdf.dfcfw.com/pdf/H3_AP202510271769832143_1.pdf
国金证券  2025-10-24  16.8  15.46  14.3  0.08389352559426921  https://pdf.dfcfw.com/pdf/H3_AP202510241767945785_1.pdf"
2025/11/28,600176,中国巨石,16.4,17.6,17.2,15.46%,1.1,12.83%,17.11%,1.89,2.35,2.57,"华源证券  2025-10-31  19.77  16.9  15.53  0.12828186255257146  https://pdf.dfcfw.com/pdf/H3_AP202510311772596238_1.pdf
东莞证券  2025-10-29  20.1  16.26  14.26  0.187239304816186  https://pdf.dfcfw.com/pdf/H3_AP202510291771254435_1.pdf
东兴证券  2025-10-24  17.99  15.25  13.14  0.17008631249622774  https://pdf.dfcfw.com/pdf/H3_AP202510241768203790_1.pdf
中国银河  2025-10-24  17.82  15.28  13.5  0.14891252930760568  https://pdf.dfcfw.com/pdf/H3_AP202510241767996507_1.pdf
西南证券  2025-10-23  17.95  15.67  14.01  0.1319132893044086  https://pdf.dfcfw.com/pdf/H3_AP202510231767593617_1.pdf
中邮证券  2025-10-23  18.37  15.97  14.16  0.13899797373866796  https://pdf.dfcfw.com/pdf/H3_AP202510231767338723_1.pdf
国金证券  2025-10-23  17.97  15.07  13.82  0.1403023439424207  https://pdf.dfcfw.com/pdf/H3_AP202510231767330306_1.pdf
东吴证券  2025-10-22  18.08  14.75  12.75  0.19081451775088576  https://pdf.dfcfw.com/pdf/H3_AP202510221766877035_1.pdf"
2025/11/28,600183,生益科技,30.1,29.3,49.9,45.26%,1.1,12.81%,11.35%,9.02,4.04,4.32,"太平洋  2025-11-05  44.04  29.0  20.81  0.4547474849864781  https://pdf.dfcfw.com/pdf/H3_AP202511051775618904_1.pdf
华安证券  2025-11-03  52.73  38.5  30.99  0.30442194793860944  https://pdf.dfcfw.com/pdf/H3_AP202511031774376148_1.pdf
招银国际  2025-11-03  48.1  26.9  19.2  0.5827849927685482  https://pdf.dfcfw.com/pdf/H3_AP202511031774412097_1.pdf
中国银河  2025-10-31  48.94  35.84  27.32  0.3384175879837743  https://pdf.dfcfw.com/pdf/H3_AP202510311772429067_1.pdf
招银国际  2025-10-31  48.1  26.9  19.2  0.5827849927685482  https://pdf.dfcfw.com/pdf/H3_AP202510311772348585_1.pdf"
2025/11/28,425,徐工机械,14.8,28.7,18.4,25.28%,0.7,12.57%,56.52%,2.03,1.46,1.39,"东莞证券  2025-11-04  17.0  13.0  12.0  0.19023807142380833  https://pdf.dfcfw.com/pdf/H3_AP202511041775023854_1.pdf
上海证券  2025-11-04  17.08  13.5  10.85  0.2546687006485404  https://pdf.dfcfw.com/pdf/H3_AP202511041774892660_1.pdf
中国银河  2025-11-03  17.12  13.15  10.36  0.28549976760388907  https://pdf.dfcfw.com/pdf/H3_AP202511031774249496_1.pdf
国金证券  2025-11-02  17.59  13.4  10.72  0.28095987796465494  https://pdf.dfcfw.com/pdf/H3_AP202511021773747434_1.pdf"
2025/11/28,600886,国投电力,19.3,15.7,16.7,4.25%,3.9,12.01%,0.99%,1.66,1.82,1.74,"海通国际  2025-11-25  16.19  15.03  14.19  0.06814995529225154  https://pdf.dfcfw.com/pdf/H3_AP202511251787971086_1.pdf
华源证券  2025-11-05  16.4  15.57  15.03  0.044581749443666885  https://pdf.dfcfw.com/pdf/H3_AP202511051775502400_1.pdf
中国银河  2025-11-03  16.25  15.74  15.31  0.030241612064501044  https://pdf.dfcfw.com/pdf/H3_AP202511031774249465_1.pdf
信达证券  2025-10-31  16.11  15.57  15.27  0.02713671104810156  https://pdf.dfcfw.com/pdf/H3_AP202510311772685251_1.pdf"
2025/11/28,601838,成都银行,5.8,6.2,5.4,8.01%,0.7,11.91%,15.60%,0.84,0.98,1.01,国信证券  2025-10-29  5.6  5.2  4.8  0.08012344973464347  https://pdf.dfcfw.com/pdf/H3_AP202510291771213769_1.pdf
2025/11/28,600309,万华化学,17.8,17.7,18.9,15.29%,1.2,11.87%,11.62%,2,3.81,3.81,"东吴证券  2025-10-30  15.33  12.09  10.7  0.19695876302144666  https://pdf.dfcfw.com/pdf/H3_AP202510301771606342_1.pdf
开源证券  2025-10-28  15.5  12.1  10.8  0.1979921473804347  https://pdf.dfcfw.com/pdf/H3_AP202510281770427870_1.pdf
山西证券  2025-10-28  15.9  12.3  11.0  0.20227057913538982  https://pdf.dfcfw.com/pdf/H3_AP202510281770617226_1.pdf
华安证券  2025-10-27  14.91  11.71  10.65  0.18321595661992318  https://pdf.dfcfw.com/pdf/H3_AP202510271769870319_1.pdf
国金证券  2025-10-27  13.81  13.18  12.21  0.06350370523103077  https://pdf.dfcfw.com/pdf/H3_AP202510271769816357_1.pdf
国信证券  2025-10-27  15.4  13.7  13.5  0.06805465250648135  https://pdf.dfcfw.com/pdf/H3_AP202510271769840893_1.pdf
环球富盛理财  2025-10-23  14.23  11.74  10.61  0.15809652400250807  https://pdf.dfcfw.com/pdf/H3_AP202510231767338687_1.pdf"
2025/11/28,600036,招商银行,8.1,8.6,7.3,6.12%,1.2,11.67%,15.74%,0.99,1.26,1.36,国信证券  2025-10-30  7.23  6.88  6.42  0.06121073510357289  https://pdf.dfcfw.com/pdf/H3_AP202510301771734353_1.pdf
2025/11/28,2463,沪电股份,27.4,49.4,38.7,32.50%,1.2,11.44%,49.78%,9.58,5.12,4.68,"中邮证券  2025-11-20  32.11  23.01  18.05  0.3337718577107003  https://pdf.dfcfw.com/pdf/H3_AP202511201784842525_1.pdf
太平洋  2025-11-05  34.46  23.15  18.44  0.3670272702048525  https://pdf.dfcfw.com/pdf/H3_AP202511051775764939_1.pdf
华安证券  2025-11-03  34.09  27.14  24.22  0.18638714206916962  https://pdf.dfcfw.com/pdf/H3_AP202511031774510648_1.pdf
国元证券  2025-10-31  36.04  27.79  23.32  0.24316312101612203  https://pdf.dfcfw.com/pdf/H3_AP202510311772647816_1.pdf
中国银河  2025-10-31  40.21  29.03  23.18  0.3170744372810086  https://pdf.dfcfw.com/pdf/H3_AP202510311772386261_1.pdf
东吴证券  2025-10-31  42.26  26.59  21.74  0.394231775821442  https://pdf.dfcfw.com/pdf/H3_AP202510311772149894_1.pdf
信达证券  2025-10-29  39.35  25.49  20.19  0.3960604019397904  https://pdf.dfcfw.com/pdf/H3_AP202510291771362489_1.pdf
开源证券  2025-10-29  39.2  27.8  20.3  0.38961666755930247  https://pdf.dfcfw.com/pdf/H3_AP202510291771318694_1.pdf
华鑫证券  2025-09-29  37.2  27.6  22.1  0.29740430034435916  https://pdf.dfcfw.com/pdf/H3_AP202509291752634921_1.pdf"
2025/11/28,600741,华域汽车,9.7,10.4,8.9,6.10%,1.5,10.90%,14.64%,0.95,1.18,1.39,东吴证券  2025-10-31  9.14  8.47  8.12  0.06095040579039246  https://pdf.dfcfw.com/pdf/H3_AP202510311772262513_1.pdf
2025/11/28,630,铜陵有色,17.9,26.6,37,58.83%,0.6,10.61%,34.72%,1.89,1.47,1.54,国信证券  2025-11-05  22.2  10.0  8.8  0.5883095645141951  https://pdf.dfcfw.com/pdf/H3_AP202511051775482926_1.pdf
2025/11/28,2916,深南电路,32.6,38.2,48,33.54%,1.4,10.06%,19.04%,8.06,4.78,6.75,"中邮证券  2025-11-11  44.62  33.68  27.0  0.2855320270582886  https://pdf.dfcfw.com/pdf/H3_AP202511111779131221_1.pdf
太平洋  2025-11-10  43.21  29.53  22.6  0.3827316813665864  https://pdf.dfcfw.com/pdf/H3_AP202511101778666182_1.pdf
中国银河  2025-10-31  45.76  36.86  31.51  0.20508812331594917  https://pdf.dfcfw.com/pdf/H3_AP202510311772728040_1.pdf
中银证券  2025-10-31  46.6  26.8  20.4  0.5113946293044038  https://pdf.dfcfw.com/pdf/H3_AP202510311772561000_1.pdf
开源证券  2025-10-30  43.6  32.3  26.1  0.2924774985628136  https://pdf.dfcfw.com/pdf/H3_AP202510301771918810_1.pdf"
2025/11/28,600362,江西铜业,15.3,34,16.2,12.85%,1.3,9.79%,63.42%,1.59,1.07,1.09,国信证券  2025-11-03  16.3  14.2  12.8  0.1284668803292368  https://pdf.dfcfw.com/pdf/H3_AP202511031774514418_1.pdf
2025/11/28,688009,中国通号,15.9,17,16.1,9.91%,1.6,9.36%,12.84%,1.2,1.32,1.51,东吴证券  2025-10-30  14.81  13.43  12.26  0.09908756462554824  https://pdf.dfcfw.com/pdf/H3_AP202510301771569811_1.pdf
2025/11/28,600332,白云山,13.5,17.9,14,11.40%,1.2,9.33%,25.69%,1.11,1.49,2.14,信达证券  2025-10-29  12.0  10.74  9.67  0.11397998010301813  https://pdf.dfcfw.com/pdf/H3_AP202510291771362503_1.pdf
2025/11/28,807,云铝股份,15,30.7,17.2,17.05%,1,9.24%,56.41%,2.65,2.18,2.09,"开源证券  2025-11-04  13.9  11.2  9.8  0.19095228575236178  https://pdf.dfcfw.com/pdf/H3_AP202511041774836661_1.pdf
华安证券  2025-10-27  13.3  10.88  9.78  0.16615530715638305  https://pdf.dfcfw.com/pdf/H3_AP202510271770082794_1.pdf
国金证券  2025-10-26  12.99  10.71  9.75  0.15425633734785804  https://pdf.dfcfw.com/pdf/H3_AP202510261769332249_1.pdf"
2025/11/28,600547,山东黄金,29.6,47.5,34.7,17.85%,1.9,8.74%,37.82%,5.53,4.39,4.33,民生证券  2025-10-31  25.0  20.0  18.0  0.17851130197757925  https://pdf.dfcfw.com/pdf/H3_AP202510311772570600_1.pdf
2025/11/28,601607,上海医药,14,15.1,11.7,-0.64%,-10,8.72%,12.92%,0.87,1.07,1.34,中国银河  2025-11-03  10.82  12.06  10.96  -0.00640738862838619  https://pdf.dfcfw.com/pdf/H3_AP202511031774225392_1.pdf
2025/11/28,2236,大华股份,16,20,16,8.28%,1.9,8.48%,21.29%,1.63,2.15,3.72,"国元证券  2025-11-10  19.0  19.9  18.59  0.010967293342724505  https://pdf.dfcfw.com/pdf/H3_AP202511101778634617_1.pdf
民生证券  2025-10-27  20.0  18.0  15.0  0.15470053837925146  https://pdf.dfcfw.com/pdf/H3_AP202510271769849104_1.pdf"
2025/11/28,601857,中国石油,12.5,36.2,11.3,2.91%,3.9,8.34%,84.45%,1.14,0.89,0.99,"西南证券  2025-11-17  11.38  10.72  10.09  0.06200252155906849  https://pdf.dfcfw.com/pdf/H3_AP202511171783021374_1.pdf
中银证券  2025-11-06  10.5  10.3  10.1  0.019609709838053435  https://pdf.dfcfw.com/pdf/H3_AP202511061776119994_1.pdf
民生证券  2025-10-31  10.0  10.0  10.0  0.0  https://pdf.dfcfw.com/pdf/H3_AP202510311772553696_1.pdf
信达证券  2025-10-31  9.94  9.45  9.13  0.04341674819089292  https://pdf.dfcfw.com/pdf/H3_AP202510311772549950_1.pdf
国信证券  2025-10-31  10.0  9.8  9.6  0.0206207261596576  https://pdf.dfcfw.com/pdf/H3_AP202510311772414393_1.pdf"
2025/11/28,708,中信特钢,13.6,16.2,13.6,8.51%,1.6,8.34%,18.41%,1.84,2.61,2.26,中国银河  2025-10-28  14.2  12.95  12.06  0.08510188591635814  https://pdf.dfcfw.com/pdf/H3_AP202510281770797867_1.pdf
2025/11/28,601669,中国电建,9.5,11.4,8.7,3.83%,2.3,8.18%,18.70%,0.65,0.87,1.1,中国银河  2025-11-17  8.14  7.81  7.55  0.03833794853325023  https://pdf.dfcfw.com/pdf/H3_AP202511171782985294_1.pdf
2025/11/28,1289,龙源电力,27.4,27.4,25.8,4.98%,5.2,8.17%,8.17%,1.76,2.36,2.36,国信证券  2025-08-24  20.5  19.6  18.6  0.04983357616072115  https://pdf.dfcfw.com/pdf/H3_AP202508241733689352_1.pdf
2025/11/28,601390,中国中铁,5.7,8.5,5.4,4.82%,1.1,8.12%,31.32%,0.42,0.59,0.89,"中国银河  2025-11-14  5.36  5.15  4.99  0.03641125842649284  https://pdf.dfcfw.com/pdf/H3_AP202511141781204147_1.pdf
国信证券  2025-11-07  5.22  4.93  4.54  0.07227782579088116  https://pdf.dfcfw.com/pdf/H3_AP202511071776792643_1.pdf
华源证券  2025-11-04  4.85  4.69  4.52  0.03586140460851328  https://pdf.dfcfw.com/pdf/H3_AP202511041775167305_1.pdf"
2025/11/28,601688,华泰证券,11.2,15.2,12.2,12.72%,1,7.72%,25.66%,1.11,0.97,1.25,"国信证券  2025-11-02  13.78  12.54  11.29  0.10478466614421622  https://pdf.dfcfw.com/pdf/H3_AP202511021773886249_1.pdf
开源证券  2025-11-02  11.7  9.0  7.8  0.22474487139158894  https://pdf.dfcfw.com/pdf/H3_AP202511021773654264_1.pdf
民生证券  2025-10-31  12.0  11.0  10.0  0.09544511501033215  https://pdf.dfcfw.com/pdf/H3_AP202510311772728023_1.pdf
东吴证券  2025-10-31  12.93  11.7  11.01  0.08369134027218572  https://pdf.dfcfw.com/pdf/H3_AP202510311772285318_1.pdf"
2025/11/28,2600,领益智造,31,92.7,44.5,28.74%,1.5,7.44%,85.90%,4.38,3.02,3.64,"华安证券  2025-11-02  47.02  36.48  31.66  0.2186692617052184  https://pdf.dfcfw.com/pdf/H3_AP202511021773945969_1.pdf
国金证券  2025-11-02  43.29  32.24  24.05  0.34164078649987384  https://pdf.dfcfw.com/pdf/H3_AP202511021773844976_1.pdf
国元证券  2025-11-01  35.41  26.81  21.74  0.2762424723406096  https://pdf.dfcfw.com/pdf/H3_AP202511011773215023_1.pdf
开源证券  2025-10-31  46.9  34.9  27.2  0.3131126021337063  https://pdf.dfcfw.com/pdf/H3_AP202510311772572797_1.pdf"
2025/11/28,977,浪潮信息,29,46.6,36.4,20.28%,1.8,7.36%,36.08%,4.3,3.34,4.17,"民生证券  2025-11-02  33.0  27.0  23.0  0.1978241142570356  https://pdf.dfcfw.com/pdf/H3_AP202511021773886210_1.pdf
开源证券  2025-11-01  33.4  27.6  22.9  0.20769006116751454  https://pdf.dfcfw.com/pdf/H3_AP202511011773273761_1.pdf"
2025/11/28,688472,阿特斯,19.5,19.5,49.5,70.71%,0.7,7.14%,7.14%,2.7,2.25,2.25,"东吴证券  2025-11-19  45.65  21.22  16.07  0.6854367240688908  https://pdf.dfcfw.com/pdf/H3_AP202511191784466041_1.pdf
民生证券  2025-11-04  47.0  22.0  17.0  0.6627404735414788  https://pdf.dfcfw.com/pdf/H3_AP202511041775004739_1.pdf
国金证券  2025-11-02  43.26  17.13  13.76  0.7731033102549916  https://pdf.dfcfw.com/pdf/H3_AP202511021773747437_1.pdf"
2025/11/28,938,紫光股份,33,57.2,51.1,33.23%,1.5,7.14%,40.96%,4.93,2.8,3.88,"海通国际  2025-11-25  40.51  30.71  22.84  0.33178178845073436  https://pdf.dfcfw.com/pdf/H3_AP202511251787971148_1.pdf
国信证券  2025-11-14  40.6  31.4  25.3  0.2667845448236068  https://pdf.dfcfw.com/pdf/H3_AP202511141781065170_1.pdf
开源证券  2025-11-02  46.8  32.5  26.1  0.33906812682397236  https://pdf.dfcfw.com/pdf/H3_AP202511021773654282_1.pdf
国金证券  2025-11-02  44.5  28.68  21.42  0.44135272079146515  https://pdf.dfcfw.com/pdf/H3_AP202511021773633133_1.pdf
海通国际  2025-10-13  41.05  30.86  24.96  0.2824318345457626  https://pdf.dfcfw.com/pdf/H3_AP202510131761163996_1.pdf"
2025/11/28,2422,科伦药业,24.2,33.5,33,24.77%,1.3,6.84%,25.63%,2.32,2.27,2.42,"西南证券  2025-11-04  35.78  27.3  23.25  0.2405340507953806  https://pdf.dfcfw.com/pdf/H3_AP202511041774990236_1.pdf
中国银河  2025-11-02  36.91  27.44  23.44  0.25485405648293313  https://pdf.dfcfw.com/pdf/H3_AP202511021773788895_1.pdf"
2025/11/28,600111,北方稀土,47.9,122.4,76,34.29%,2.2,6.64%,70.42%,6.81,6.17,5.57,"华龙证券  2025-11-01  82.5  58.9  46.9  0.32629628427764934  https://pdf.dfcfw.com/pdf/H3_AP202511011773044793_1.pdf
中国银河  2025-10-30  88.22  58.69  47.73  0.35952691393321756  https://pdf.dfcfw.com/pdf/H3_AP202510301771723359_1.pdf"
2025/11/28,688396,华润微,52.6,59.2,78.2,29.83%,2.6,6.46%,13.04%,2.69,4.19,4.5,中邮证券  2025-10-21  73.79  58.33  43.78  0.2982576087351261  https://pdf.dfcfw.com/pdf/H3_AP202510211766281146_1.pdf
2025/11/28,600426,华鲁恒升,15.3,15.3,18.6,17.40%,1.1,6.36%,6.57%,1.84,2.55,2.37,"华安证券  2025-11-13  13.96  12.45  11.33  0.11001220543053769  https://pdf.dfcfw.com/pdf/H3_AP202511131780418788_1.pdf
西南证券  2025-11-11  15.34  12.57  10.85  0.18904368498076085  https://pdf.dfcfw.com/pdf/H3_AP202511111779204897_1.pdf
开源证券  2025-10-31  15.8  12.0  9.6  0.282900359861721  https://pdf.dfcfw.com/pdf/H3_AP202510311772644649_1.pdf
东兴证券  2025-10-30  15.46  14.07  12.93  0.09346650010518465  https://pdf.dfcfw.com/pdf/H3_AP202510301772069619_1.pdf
国信证券  2025-10-30  15.8  13.3  12.3  0.13338115633199732  https://pdf.dfcfw.com/pdf/H3_AP202510301771768589_1.pdf
国金证券  2025-10-30  14.0  11.49  9.32  0.22562062757885282  https://pdf.dfcfw.com/pdf/H3_AP202510301771720667_1.pdf
环球富盛理财  2025-10-21  13.94  11.24  9.95  0.18364058105728542  https://pdf.dfcfw.com/pdf/H3_AP202510211766303307_1.pdf"
2025/11/28,600584,长电科技,31.4,46.2,43.2,24.40%,1.8,6.12%,28.69%,2.28,2.62,3.05,"华金证券  2025-11-06  45.0  35.7  29.4  0.23717914826348374  https://pdf.dfcfw.com/pdf/H3_AP202511061775837485_1.pdf
华安证券  2025-10-27  45.26  36.38  31.37  0.20115766069768104  https://pdf.dfcfw.com/pdf/H3_AP202510271770088468_1.pdf
国金证券  2025-10-24  39.52  29.94  23.61  0.29378012255025054  https://pdf.dfcfw.com/pdf/H3_AP202510241767945812_1.pdf"
2025/11/28,600674,川投能源,16.6,14.3,16.5,5.31%,3.1,5.47%,-2.08%,1.6,1.85,1.83,中国银河  2025-10-22  15.06  14.02  13.58  0.053082997538868915  https://pdf.dfcfw.com/pdf/H3_AP202510221766891053_1.pdf
2025/11/28,601868,中国能建,13.2,13.2,12.3,1.81%,6.8,5.32%,5.32%,0.89,1.04,1.04,中国银河  2025-11-16  11.93  11.69  11.51  0.018081533418663476  https://pdf.dfcfw.com/pdf/H3_AP202511161782543657_1.pdf
2025/11/28,895,双汇发展,18.4,18.7,18.2,4.49%,4,5.21%,5.97%,4.62,4.47,5.26,"开源证券  2025-10-31  16.8  16.0  15.2  0.051314966075693746  https://pdf.dfcfw.com/pdf/H3_AP202510311772420279_1.pdf
国信证券  2025-10-29  16.4  15.5  14.8  0.052667140224348374  https://pdf.dfcfw.com/pdf/H3_AP202510291771122720_1.pdf
群益证券  2025-10-29  17.0  16.0  16.0  0.030776406404415146  https://pdf.dfcfw.com/pdf/H3_AP202510291771148067_1.pdf"
2025/11/28,600377,宁沪高速,13.2,13.7,14.1,8.30%,1.7,5.02%,6.78%,1.63,1.61,1.79,国金证券  2025-10-30  10.92  10.05  9.31  0.08302000481388516  https://pdf.dfcfw.com/pdf/H3_AP202510301771791341_1.pdf
2025/11/28,600887,伊利股份,21.9,23.7,23.2,7.96%,2.9,4.96%,9.21%,3.3,4.66,5.48,"中邮证券  2025-11-21  16.53  15.24  14.04  0.08505779908280808  https://pdf.dfcfw.com/pdf/H3_AP202511211785463555_1.pdf
中国银河  2025-11-05  15.29  14.18  13.24  0.0746319541396514  https://pdf.dfcfw.com/pdf/H3_AP202511051775754275_1.pdf
华安证券  2025-11-04  15.58  14.22  13.5  0.07427839691305071  https://pdf.dfcfw.com/pdf/H3_AP202511041774868836_1.pdf
群益证券  2025-11-03  16.0  14.0  13.0  0.1094003924504583  https://pdf.dfcfw.com/pdf/H3_AP202511031774341795_1.pdf
开源证券  2025-11-03  16.0  14.9  14.0  0.06904496764969759  https://pdf.dfcfw.com/pdf/H3_AP202511031774429946_1.pdf
东兴证券  2025-11-01  15.23  14.08  13.28  0.07090492080183775  https://pdf.dfcfw.com/pdf/H3_AP202511011773273827_1.pdf
信达证券  2025-11-01  15.51  14.12  13.03  0.0910224597480096  https://pdf.dfcfw.com/pdf/H3_AP202511011773028456_1.pdf
东莞证券  2025-10-31  15.72  14.79  13.92  0.06269014525758454  https://pdf.dfcfw.com/pdf/H3_AP202510311772525990_1.pdf"
2025/11/28,601800,中国交建,7,8.9,6.7,2.33%,2.9,4.59%,18.22%,0.47,0.57,0.92,"中国银河  2025-11-14  6.29  6.07  5.89  0.03339813952358073  https://pdf.dfcfw.com/pdf/H3_AP202511141781018144_1.pdf
西南证券  2025-11-07  5.81  5.69  5.66  0.013164234852598877  https://pdf.dfcfw.com/pdf/H3_AP202511071776914926_1.pdf"
2025/11/28,300033,同花顺,53.2,51.3,72.6,21.54%,3.4,4.03%,2.20%,23.02,14.03,14.26,"华安证券  2025-10-30  75.54  57.66  46.39  0.2760753045169462  https://pdf.dfcfw.com/pdf/H3_AP202510301771734340_1.pdf
民生证券  2025-10-24  70.0  59.0  50.0  0.18321595661992318  https://pdf.dfcfw.com/pdf/H3_AP202510241768252368_1.pdf
东吴证券  2025-10-23  73.37  55.64  44.24  0.2878097250309408  https://pdf.dfcfw.com/pdf/H3_AP202510221767071815_1.pdf
太平洋  2025-09-30  78.69  63.99  55.07  0.1953696757502621  https://pdf.dfcfw.com/pdf/H3_AP202509301753457954_1.pdf
西南证券  2025-09-18  85.05  72.52  63.26  0.1595048383354425  https://pdf.dfcfw.com/pdf/H3_AP202509181746105733_1.pdf
国信证券  2025-08-26  88.7  76.0  66.5  0.154917566957125  https://pdf.dfcfw.com/pdf/H3_AP202508261734925583_1.pdf
民生证券  2025-08-25  77.0  64.0  55.0  0.18321595661992318  https://pdf.dfcfw.com/pdf/H3_AP202508251734339113_1.pdf
开源证券  2025-08-25  85.9  70.9  58.6  0.2107313108890989  https://pdf.dfcfw.com/pdf/H3_AP202508251734164597_1.pdf
东吴证券  2025-08-23  83.78  63.53  50.52  0.28777060359144224  https://pdf.dfcfw.com/pdf/H3_AP202508231732766978_1.pdf"
2025/11/28,601728,中国电信,17.4,17.4,18.2,6.28%,2.9,3.99%,3.99%,1.37,1.17,1.17,"山西证券  2025-09-11  20.0  19.0  18.2  0.04828483672191841  https://pdf.dfcfw.com/pdf/H3_AP202509111741828299_1.pdf
东莞证券  2025-09-03  20.0  18.0  18.0  0.05409255338945984  https://pdf.dfcfw.com/pdf/H3_AP202509031738356169_1.pdf
中国银河  2025-08-26  20.81  19.52  18.14  0.07106887436212195  https://pdf.dfcfw.com/pdf/H3_AP202508261734939964_1.pdf
民生证券  2025-08-18  19.0  17.0  16.0  0.0897247358851685  https://pdf.dfcfw.com/pdf/H3_AP202508181729838079_1.pdf
国信证券  2025-08-17  19.1  18.1  17.3  0.050736048098934505  https://pdf.dfcfw.com/pdf/H3_AP202508171729262880_1.pdf"
2025/11/28,601298,青岛港,9.9,10.6,9.9,3.97%,2.5,3.89%,7.28%,1.2,1.18,1.28,信达证券  2025-10-30  10.14  9.74  9.38  0.0397227775507194  https://pdf.dfcfw.com/pdf/H3_AP202510301771915537_1.pdf
2025/11/28,600900,长江电力,21.2,19.7,21,3.15%,6.7,3.85%,-0.11%,3.1,2.99,2.82,中国银河  2025-11-03  20.12  19.43  18.91  0.0314976046033677  https://pdf.dfcfw.com/pdf/H3_AP202511031774319660_1.pdf
